iso3c,year,cap_form,cpi_harm,current_account_GDP_ameco,nulc_eur,nulc_lcu,population_ameco,rulc,unemp_rate,wage_share,sect_balance_gvnt,sect_balance_foreign,sect_balance_priv_corp,sect_balance_priv_HH,sect_balance_priv,school_agv_yrs,school_share_sec,school_share_ter,chinn_ito,chinn_ito_normed,eci_mit,eci_mit_plus,eci_harv_hs,eci_harc_coi_hs,eci_harv_sitc,eci_harc_coi_sitc,bond_yield,kof_G,kof_G_df,kof_G_dj,kof_EcG,kof_EcG_df,kof_EcG_dj,kof_trade,kof_trade_df,kof_trade_dj,kof_fin,kof_fin_df,kof_fin_dj,lmf_port_eq_asst_stock,lmf_port_eq_liab_stock,lmf_port_dbt_asst,lmf_port_dbt_liab,lmf_fdi_asst_stock,lmf_fdi_asst_other,lmf_fdi_liab_stock,lmf_fdi_liab_other,lmf_debt_asst_stock,lmf_debt_liab_stock,lmf_nfa,lmf_nfa_gdp,debt_corp_nf_percGDP,debt_corp_f_percGDP,debt_gen_gov_percGDP,debt_hh_npish_percGDI,total_debt_percGDP,debt_gen_gvt_gross,interest_long_term,average_wages,gini_post_tax,gini_pre_tax,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,unemp_rate_wb,labor_force_total,cpi_wb,cpi_change_wb,interest_real,sect_agric_employees_abs,sect_mining_employees_abs,sect_manufact_employees_abs,sect_ict_employees_abs,sect_finance_employees_abs,sect_agric_employees_share_indus,sect_mining_employees_share_indus,sect_manufact_employees_share_indus,sect_ict_employees_share_indus,sect_finance_employees_share_indus,sect_total_employees,sect_agric_engaged_abs,sect_mining_engaged_abs,sect_manufact_engaged_abs,sect_ict_engaged_abs,sect_finance_engaged_abs,sect_agric_engaged_share_indus,sect_mining_engaged_share_indus,sect_manufact_engaged_share_indus,sect_ict_engaged_share_indus,sect_finance_engaged_share_indus,sect_total_engaged,sect_agric_GO_abs,sect_mining_GO_abs,sect_manufact_GO_abs,sect_ict_GO_abs,sect_finance_GO_abs,sect_agric_GO_share_indus,sect_mining_GO_share_indus,sect_manufact_GO_share_indus,sect_ict_GO_share_indus,sect_finance_GO_share_indus,sect_total_GO,sect_agric_VA_abs,sect_mining_VA_abs,sect_manufact_VA_abs,sect_ict_VA_abs,sect_finance_VA_abs,sect_agric_VA_share_indus,sect_mining_VA_share_indus,sect_manufact_VA_share_indus,sect_ict_VA_share_indus,sect_finance_VA_share_indus,sect_total_VA
BEL,1950,,,,,,,,,,,,,,,6.75,7.09,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1955,,,,,,,,,,,,,,,7.04,7.83,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1960,2.6498,,0.1789767,11.727906,15.3533322,9153.489,92.7456066,2.2,55.5745335,,,,,,7.22,8.77,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1961,2.9775,,0.1516809,11.4990102,15.2123388,9183.948,90.8364909,1.8,54.4305633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1962,3.2727,,0.9301387,11.8636359,15.7310025,9220.578,92.4203403,1.7,55.3796292,,-0.9301387,,,,,,,,,,,,,1.623085,2.5010202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1775,,,,,,,,,81.1576432460471,40.5730913202231,40.584551925824,,,,,,,,,,,,,,,,,9220578,,100711424197.272,5.21200350925577,10922.4632335708,4.794034517665,133384673232.843,14465.9774292722,16440317952,1783.00296922818,13264015675.3193,1438.5232330684,,,,,,,15.972138089428,1.40460703543509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1963,3.418,,-0.1758641,12.3049294,16.3161511,9289.77,93.0350295,1.5,55.74796,,0.1758641,,,,,,,,,,,,,1.5615748,2.664486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2825,,,,,,,,,84.3825837561852,41.7125390253489,42.6700447308363,,,,,,,,,,,,,,,,,9289770,,105093966702.487,4.35158428167051,11312.8706849025,3.57435354079992,139189019707.401,14983.0426057267,17674829824,1902.61220934426,14260017387.0492,1535.02372901043,,,,,,,16.3152201607694,2.14800341332203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1964,4.1396,,0.4844746,12.721041,16.8679088,9378.113,91.9040052,1.4,55.0702336,,-0.4844746,,,,,,,,,1.64017,1.63623,,,1.5609312,2.5168815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.451667,,,,,,,,,85.3268781038424,42.4975544033319,42.8293237005105,,,,,,,,,,,,,,,,,9378113,,112405022639.846,6.95668473344054,11985.8891271459,5.94913935630481,148871960992.012,15874.4046901559,19782035456,2109.38335419929,15960106680.6732,1701.84627554319,,,,,,,16.9953626282925,4.16876058564369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1965,4.5045,,0.9825229,13.4486366,17.8326896,9463.667,92.3459917,1.6,55.3350784,,-0.9825229,,,,7.33,9.36,4.04,,,1.66901,1.60983,,,1.5909336,2.7114468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.438334,,,,,,,,,83.9900692062356,41.9832709983555,42.0067982078801,,,,,,,,,,,,,,,,,9463667,,116407383138.969,3.56065983986041,12300.4521544312,2.62444466112058,154172785119.867,16291.0196565313,21531359232,2275.16027687787,17371457607.9374,1835.59476553194,,,,,,,17.686258343501,4.06520137474648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1966,4.9615,,0.2014101,14.2117224,18.84453,9527.807,93.7103974,1.7,56.1526504,,-0.2014101,,,,,,,,,1.58396,1.59227,,,1.4920706,2.4115016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.651667,,,,,,,,,88.0357457342498,43.6661054948653,44.3696402393845,,,,,,,,,,,,,,,,,9527807,,120081077901.82,3.15589498173436,12603.2231658156,2.46146245343814,159038316308.665,16692.0169886591,23118405632,2426.41414042077,18651883472.4808,1957.62608042762,,,,,,,18.42454424747,4.17434761852997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1967,5.3389,,1.2736034,14.7193702,19.4265518,9580.991,93.6157492,2.4,56.0959358,,-1.2736034,,,,,,,,,1.58365,1.55106,,,1.4206239,2.508848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.684166,,,,,,,,,84.9542938596995,42.6867324128493,42.2675614468502,,,,,,,,,,,,,,,,,9580991,,124725990450.485,3.86814694690094,13018.0678022227,3.29157574176944,165190152085.361,17241.4473706698,24779487232,2586.31776524996,19992040788.4593,2086.63600544654,,,,,,,18.9275900739252,2.73030268590904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1968,5.5461,,1.3766264,15.5178216,19.7893876,9618.756,92.9095002,2.8,55.672741,,-1.3766264,,,,,,,,,1.53657,1.53236,,,1.4863716,2.5323164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.545,,,,,,,,,89.2725658349821,44.8669093217312,44.4056565132509,,,,,,,,,,,,,,,,,9618756,,129957160165.978,4.19412962494752,13510.8074439125,3.78504436430818,172118441191.469,17894.0438026985,26495297536,2754.5451341109,21376353113.475,2222.36151051913,,,,,,,19.4389094236704,2.70144982931352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1969,6.1321,,1.6635947,16.1196075,20.423002,9646.032,92.1695893,2.2,55.2293755,,-1.6635947,,,,,,,,,1.52145,1.49878,,,1.4676186,2.4551053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293334,,,,,,,,,96.4912899323802,48.8002811996644,47.6910087327158,,,,,,,,,,,,,,,,,9646032,,138573059704.632,6.62979979529406,14365.8096619037,6.32828364655889,183529549253.245,19026.4296503728,29388689408,3046.71282533585,23710735894.7022,2458.08182003773,,,,,,,20.1686445847987,3.75399229053284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1970,7.2723,,2.929675,16.8361933,21.3318521,9655.549,91.9461,1.8,55.0954574,,-2.929675,,,,7.66,11.31,5.11,1.65192317962646,0.834191203117371,1.46409,1.49575,,,1.4198939,2.3250062,,75.7698440551758,77.8384628295899,73.5788955688477,68.9713821411133,65.1710968017578,73.5365219116211,73.2407760620117,69.6620864868164,78.622917175293,65.4172973632813,60.6801071166992,70.1544952392578,372,54,,,1201,,1130,,7709,7760,1715,6.7,,,,,,,7.804167,,,,,0.648065250149211,,,,87.0758025041546,44.4875972111773,42.5882052929773,,,,,,,,,,,,,,,,,9655549,0.16140433546404,146321791700,5.59180262879697,15154.1659309067,5.48772597964754,193792159413.007,20070.5479732956,33279519300,3446.67292351787,26849148285.599,2780.69618678327,,,,,,,20.9569304887677,3.90847238471907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1971,7.6942,,2.5240521,18.423938,23.2315747,9673.162,95.4795426,1.7,57.2127482,,-2.5240521,,,,,,,1.65192317962646,0.834191203117371,1.48649,1.4911,,,1.4783844,2.1317356,,76.0406112670898,78.0802764892578,73.8803176879883,69.4264450073242,65.9209823608398,73.6374206542969,72.985481262207,69.0690612792969,78.8755416870117,66.4636993408203,62.7729072570801,70.1544952392578,470,111,,,1515,,1766,,9731,8982,2653,9.3,,,,,,,7.321667,,,,,0.687095184446201,,,,84.9490549800667,43.3111788480817,41.6378761319849,,,,,,,,,,,,,,,,,9673162,0.150260808999659,152153925700,3.98582735506511,15729.4921453812,3.79648881434755,201516380314.862,20832.5240820801,36460246800,3769.21701507739,29981290025.4913,3099.43015794539,,,,,,,21.8672217038685,4.34362854612099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1972,8.4505,,4.063962,20.6338479,25.2482404,9711.115,98.3990123,2.2,58.9621375,,-4.063962,,,,,,,1.65192317962646,0.834191203117371,1.47614,1.48749,,,1.4714023,2.2331991,,76.6206741333008,78.1413269042969,75.0100936889649,69.7613220214844,65.604606628418,74.7546310424805,72.8560409545899,68.6855773925781,79.1281661987305,67.1851119995117,62.5236358642578,71.8465957641602,599,155,,,1610,,2027,,12402,10678,3983,11.1,,,,,,,7.044167,,,,,0.473153341806701,,,,84.5787180649479,43.6771381309046,40.9015799340434,,,,,,,,,,,,,,,,,9711115,0.121110521122483,160211395700,5.29560441042238,16497.7343693283,4.88408790853883,212187890638.539,21850.0028718164,40816514000,4203.07184087512,37408591329.8506,3852.14172933289,,,,,,,23.058642252207,5.44843128438077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1973,9.9161,,2.8918353,23.0662777,27.3324632,9741.72,99.4888129,2.2,59.6151621,,-2.8918353,,,,,,,1.65192317962646,0.834191203117371,1.44249,1.48434,,,1.5404149,2.176075,,77.6272277832031,78.827392578125,76.3560791015625,70.8985214233399,67.3525238037109,75.158203125,74.5300064086914,70.8006896972656,80.1386871337891,67.8754653930664,63.9043426513672,71.8465957641602,819,201,,,1994,,2649,,16959,15122,5119,11.1,,,,,,,7.494167,,,,,0.56042410312291,,,,93.4462479046126,47.5311995597057,45.9150483449068,,,,,,,,,,,,,,,,,9741720,0.10886288621739,170435609700,6.38170209761178,17495.4330138826,6.04748883828002,225729089706.297,23171.3793566533,46376984600,4760.65670128068,47999363071.8278,4927.1959234948,,,,,,,24.6624354051532,6.95528008719915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1974,12.6967,,1.1465752,27.709154,31.5366535,9772.419,102.6086178,2.3,61.4845951,,-1.1465752,,,,,,,1.65192317962646,0.834191203117371,1.47628,1.49372,,,1.2853514,1.6812873,,77.9968872070313,79.8064346313477,76.080322265625,72.4194183349609,70.0555114746094,75.2590942382813,76.0271606445313,73.1253433227539,80.3913116455078,69.416130065918,66.9856796264649,71.8465957641602,1154,194,,,2920,,3784,,23909,21284,6259,11.6,,,,,,,8.768333,,,,,0.85030073147195,,,,104.495768978865,52.3419329393251,52.1538360395404,,,,,,,,,,,,,,,,,9772419,0.140900349033426,178216435100,4.56525805475498,18236.6755969019,4.23677757750336,236034205156.039,24153.0991616343,54395154900,5566.19143121063,56333010459.8177,5764.48988319245,,,,,,,27.7891112825666,12.6778877513452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1975,14.1857,,0.0195121,32.5035639,36.7168709,9800.7,106.1260511,4.2,63.5922929,,-0.0195121,,,,8.03,13.4,7.41,1.65192317962646,0.834191203117371,1.49865,1.47856,,,1.3911611,1.6386577,,77.4931945800781,78.9382858276367,75.9626617431641,71.2534942626953,67.9189987182617,75.2590942382813,74.87548828125,71.2079010009766,80.3913116455078,68.2383346557617,64.6300888061523,71.8465957641602,1183,196,,,2864,,4061,,24499,22124,6234,9.9,,,,,,,8.515833,,,,,0.360170989367337,,,,90.8501180613793,45.4373516940318,45.4127663673475,,,,,,,,,,,,,,,,,9800700,0.241749202685876,174712804100,-1.96594157998618,17826.5638270736,-2.24882966003929,231393910573.886,23609.9371038687,60199322100,6142.34923015703,66029748930.5693,6737.24825069324,,,,,,,31.3372801980909,12.7681985920515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1976,16.5279,,0.722633,37.3683704,39.9858302,9818.227,107.4332622,5.5,64.3755931,,-0.722633,,,,,,,1.65192317962646,0.834191203117371,1.36239,1.38999,,,1.3383331,1.7032838,,78.0960998535156,79.4652786254883,76.6459503173828,72.3117370605469,69.0808944702149,76.1928253173828,75.3380966186523,71.7771987915039,80.6934585571289,69.7924270629883,66.3845901489258,73.2002716064453,1477,223,,,3482,,5429,,30589,26794,6593,9.6,,,,,,,9.088333,,,,,0.492079538476799,,,,96.1032781185445,48.0481916162093,48.0550865023352,,,,,,,,,,,,,,,,,9818227,0.261023847964117,184588874900,5.65274585962644,18800.6322220906,5.46413994567867,244474020273.279,24900.0171083108,68420274300,6968.69957274363,71494539498.4326,7281.8177353643,,,,,,,34.1791358644944,9.06860981054963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1977,18.7891,,-1.1700239,42.5425491,43.1149872,9830.358,107.7599567,6.3,64.5713532,,1.1700239,,,,,,,0.442883759737015,0.551072120666504,1.34301,1.36614,,,1.2393478,1.7721288,,77.9602966308594,79.772216796875,76.0412216186523,71.7637939453125,69.9867858886719,73.8984527587891,75.2443237304688,71.7890625,80.4408340454102,68.8664093017578,68.1845169067383,69.5483016967773,1901,311,,,4327,,6990,,39380,35967,6296,7.9,,,,,,,8.7625,,,,,0.55858718525428,,,,94.9763496102847,47.0119767565971,47.9643728536876,,,,,,,,,,,,,,,,,9830358,0.21435093642924,185744687000,0.626154799754943,18895.0073842682,0.501978662540424,246004806085.374,25025.0098811635,73997237300,7527.42039506598,83283328418.6832,8472.0544682791,,,,,,,36.604487547549,7.09600059132598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1978,20.3669,,-1.1251272,45.3522587,45.0389294,9839.534,108.1772241,6.8,64.821386,,1.1251272,,,,,,,0.442883759737015,0.551072120666504,1.39968,1.34753,,,1.5744768,1.9645641,8.93,78.6693267822266,80.5574722290039,76.6695175170899,72.4086151123047,70.5603179931641,74.6289138793945,75.1346588134766,71.4055709838867,80.7429809570313,70.1393051147461,69.7150573730469,70.5635604858399,2590,389,,,5685,,9534,,53645,50410,5552,5.7,,,,,,,8.9275,,,,,0.5499345574482,,,,91.6365514233163,45.2845690333052,46.3519823900111,,,,,,,,,,,,,,,,,9839534,0.160170801243437,191023358900,2.84189657602427,19413.8623739702,2.74598987526167,252996008246.37,25712.1941187834,79466262500,8076.22215645578,101788475086.461,10344.8471326448,,,,,,,38.2409253211799,4.47059331592941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1979,21.0768,,-2.8707648,47.2629378,47.0583734,9848.382,107.6474093,7,64.5039132,,2.8707648,,,,,,,0.442883759737015,0.551072120666504,1.42368,1.38902,,,1.5490242,1.9368991,9.69,79.1685180664063,81.0605545043945,77.1645736694336,73.1494293212891,72.085807800293,74.4271240234375,75.8542175292969,72.9395294189453,80.2377243041992,70.897819519043,71.2320785522461,70.5635604858399,3202,428,,,7094,,10862,,66335,65875,4910,4.4,,,,,,,9.693334,,23.5,39.4,,1.14648722687372,,,,100.831741990439,49.4019856575411,51.4297563328984,,,,,,,,,,,,,,,,,9848382,0.134397154497309,195495355300,2.34107306339486,19850.5049154267,2.24912762357899,258918829646.89,26290.4941793372,84990587000,8629.90357197761,116938066868.465,11873.8354044821,,,,,,,39.9499443766597,4.46908394900489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1980,22.9039,,-4.0266586,49.3980523,49.7141076,9859,109.8210613,7.4,65.8063975,,4.0266586,,,,8.5,16.5,9.04,0.442883759737015,0.551072120666504,1.4946,1.36965,,,1.3797895,1.8074104,11.9,79.682746887207,81.6012725830078,77.6537857055664,74.9118118286133,73.7084503173828,76.3500595092773,77.1372756958008,74.7820892333984,80.6349258422852,73.0498123168945,72.6348190307617,73.4647979736328,3849,368,,,6819,,10793,,79740,82788,4282,3.5,,,,,,,11.9,,23.5,39.8,,0.153739129210646,,,,102.306683920574,49.5947962456052,52.7118876749688,,,,,,,,,,,,,,,,,9859242,0.135017165871471,204183274500,4.44405402198321,20709.8349447148,4.32900842043709,270425322309.484,27428.6118861353,92430695900,9375.03064637221,127508202372.741,12932.8605964577,,,,,,,42.6060916529104,6.64868829655357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1981,20.5059,,-3.2431615,51.1580508,52.3689043,9858,110.0316294,9.4,65.932573,,3.2431615,,,,,,,0.442883759737015,0.551072120666504,1.49442,1.34704,,,1.4051266,1.7723309,13.44,80.0774917602539,82.0673599243164,77.9742279052734,76.0543441772461,75.3451461791992,76.9003143310547,77.8736267089844,75.9739379882813,80.681266784668,74.5292053222656,74.7163543701172,74.3420486450195,4290,312,9360,9672,6292,,10088,,88872,95944,-1938,-1.9,,,,,,,13.43667,,23.5,40.2,,0.0985747883665277,,,,109.417686161341,53.4998976962844,55.9177884650568,,,,,,,,,,,,,,,,,9858982,0.200007005173471,203613024100,-0.27928360018538,20652.540404273,-0.276653776308649,269670068733.525,27352.7295955632,96909481200,9829.56264652882,105290614080.834,10679.6638923607,,,,,,,45.8558655709467,7.62748656814273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1982,19.2935,,-3.209704,49.7580178,55.1503744,9856,107.7196612,11,64.5472076,,3.209704,,,,,,,0.442883759737015,0.551072120666504,1.43398,1.3143,,,1.4255033,1.747871,13.43,80.2523345947266,82.121940612793,78.2774276733399,76.5762252807617,75.8548278808594,77.4349365234375,77.9044876098633,75.97509765625,80.7412414550781,75.4603576660156,75.7345581054688,75.186164855957,2920,405,9740,12425,5499,,11125,,90153,97251,-6282,-7.1,,,,,,,13.42833,,23.5,40.6,,-0.074587778571991,,,,117.06390427629,57.4975713452714,59.566332931019,,,,,,,,,,,,,,,,,9856303,0.254394766377425,204824495000,0.594986939246581,20781.0672013634,0.622329236861646,271274570421.547,27522.9536289161,104866182500,10639.5047412808,92588895020.3073,9393.87669193076,,,,,,,49.8575001794301,8.72654906555468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1983,18.5523,,-0.893362,51.1887371,57.6578979,9854,106.6332513,10.7,63.8962148,,0.893362,,,,,,,0.442883759737015,0.551072120666504,1.39186,1.24204,,,1.3827281,1.9473408,11.94,80.5794296264648,82.1144027709961,78.9588088989258,77.0861968994141,76.6384963989258,77.6182861328125,77.9847030639649,75.9950714111328,80.8982391357422,76.3301849365234,77.2819137573242,75.3784408569336,4170,449,12329,13210,6111,,12311,,89845,99101,-7023,-8.4,,,,,,,11.94083,,23.6,41,,0.404696284173215,,,,119.509460317824,59.7659885094121,59.7434718084117,,,,,,,,,,,,,,,,,9855520,0.196086715581098,205463225300,0.311842731505322,20847.5276088933,0.319812293015914,272120520451.829,27610.9754180225,111097536000,11272.6204198256,87650915976.3314,8893.58613003995,,,,,,,53.6773873178784,7.66160983743879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1984,19.6633,,-0.4910683,53.6363437,60.420281,9855,105.9771852,10.8,63.5030903,,0.4910683,,,,,,,0.442883759737015,0.551072120666504,1.33047,1.28232,,,1.4066964,1.7516083,12.24,81.7772216796875,83.8954238891602,79.5415496826172,77.6440963745117,77.3010406494141,78.0513229370117,78.5619277954102,76.6691055297852,81.3258666992188,76.8708953857422,77.9329833984375,75.8088150024414,4090,380,15013,14442,6072,,12032,,96354,107261,-8594,-10.7,,,,,,,12.2425,,23.4,41.4,,0.349504887543231,,,,127.286436050737,63.7408387796952,63.545597271042,,,,,,,,,,,,,,,,,9855372,0.164974237705381,210530734700,2.46638267874985,21362.028211619,2.46792143595114,278832053833.577,28292.3925990391,120028933200,12179.0362859971,83795680815.4147,8502.53859675867,,,,,,,57.0814863991961,6.34177491009128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1985,21.6833,,0.3862714,56.227771,62.6029623,9857,104.9488458,10.1,62.8868942,,-0.3862714,2.85599160633502,7.16680664829898,10.022798254634,8.97,19.82,11.2,0.442883759737015,0.551072120666504,1.39638,1.34901,,,1.4105251,1.878052,10.97,82.1456832885742,84.6557922363281,79.4976959228516,78.8321304321289,78.7497711181641,78.9297485351563,78.8151092529297,76.5871658325195,82.0552978515625,78.8465042114258,80.9123764038086,76.7806243896484,6652,814,22756,18805,9551,,18447,,126052,138642,-10799,-12.9,,,,,,,10.96833,,23.2,41.9,,0.341853876839929,,,,122.963339106446,61.803226862401,61.1601122440448,,,,,,,,,,,,,,,,,9858308,0.157016655459949,214008266300,1.65179283915737,21708.417539805,1.62151891550073,283437781732.075,28751.1590966802,127657944100,12949.275281316,86730038793.3963,8797.65967886135,,,,,,,59.8606321323477,4.86873399496945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1986,23.0809,,1.8498786,59.0162099,64.0751727,9859,104.4944093,10,62.6145891,,-1.8498786,3.2546006188328,8.0437700698137,11.2983706886465,,,,0.442883759737015,0.551072120666504,1.45513,1.39109,,,1.3800507,1.8834579,8.63,81.6936340332031,84.3264465332031,78.9176177978516,78.306884765625,77.6722564697266,79.0577163696289,77.6241912841797,74.6638336181641,81.9118041992188,78.8839111328125,80.6806640625,77.0871505737305,11383,2054,33210,26429,15194,,27394,,166741,181638,-12230,-10.6,,,,,,,8.625834,,23.3,42.2,,1.42796500416882,,,,111.494554813514,56.6858609201343,54.8086938933802,,,,,,,,,,,,,,,,,9861823,0.0898890487225819,217909127900,1.82276211449314,22096.2318934339,1.78646993921963,288604178235.647,29264.7899111196,133620235400,13549.2429138102,120661220335.922,12235.1841374482,,,,,,,60.6354491136152,1.29436819102482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1987,25.0132,,1.7435774,60.2752955,64.31124,9870,103.1423587,9.8,61.8044205,,-1.7435774,2.88098359548423,6.2264087220566,9.10739231754083,,,,0.442883759737015,0.551072120666504,1.47377,1.39903,,,1.4100847,1.829938,8.18,81.4915466308594,84.2651748657227,78.5684204101563,78.2941055297852,77.5425415039063,79.1819000244141,77.2878570556641,74.1201171875,81.8580703735352,79.1459732055664,80.9649810791016,77.3269577026367,13212,2805,44944,36800,19606,,30646,,217118,237448,-11344,-7.9,,,,,,,8.184167,,23.3,42.6,,1.85242989792478,,,,109.105628431747,55.2853290114664,53.8202994202806,,,,,,,,,,,,,,,,,9870234,0.0529037170332464,222935549300,2.30665940818535,22586.652889891,2.21947795815262,295261293665.336,29914.3154726966,139004618900,14083.2141264331,150194077687.736,15216.8710172156,,,,,,,61.5773496375511,1.55338261314945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1988,29.2543,,2.3173307,59.3559439,63.9004958,9904,100.3079378,8.8,60.1059938,,-2.3173307,4.03987402108286,5.04869703315452,9.08857105423738,,,,0.442883759737015,0.551072120666504,1.50163,1.40082,,,1.4228004,1.6902196,8.01,81.0842132568359,84.242660522461,77.7572479248047,78.5210266113281,77.8105392456055,79.3588256835938,77.4785690307617,74.4643859863281,81.8087310791016,79.4050827026367,81.1567077636719,77.6534576416016,19708,3749,50422,40434,24903,,39309,,214031,235480,-10563,-6.8,,,,,,,8.0075,,23.4,43,,2.31917618449019,,,,115.55989903239,58.7887407384856,56.7711582939049,,,,,,,,,,,,,,,,,9901664,0.0376502877769817,233465261000,4.72320889739768,23578.3865216998,4.3907950267952,309207101358.308,31227.7917487716,148727498500,15020.4549962511,163167853538.124,16478.831592157,,,,,,,62.2922226010192,1.16093493415326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
