iso3c,year,unemp_rate,population,GDPgrowth,GDP2019,gdp_real_pc_ppp,fiscalbalance,NAWRU,primaryfiscalbalance,outputgap,potentialoutput,publicdebt,domesticdemand,exportsgoodsandservices,exportsgoods,exportsservices
ESP,1998,18.6,40223.508,4.393037351,66.75042227,16514.58,-2.6248532,16.174486,1.4379677,-0.5097548,74.40862415,62.306,69.50601481,45.87885958,44.9092112,48.05982569
ESP,1999,15.7,40386.875,4.490491316,69.74784419,17418.51,-1.2391665,15.043199,2.1696325,0.728829,76.79393928,60.8039,73.67095208,49.58168698,48.20120212,52.75259493
ESP,2000,13.9,40567.864,5.24599468,73.40681238,18926.03,-1.1607607,14.220218,2.0012318,2.8212077,79.1777662,57.8153,77.43094915,54.75712765,53.30266783,58.09062906
ESP,2001,10.6,40850.412,3.932948843,76.29386476,19978.27,-0.4549261,13.020779,2.5144331,3.2625732,81.9400625,54.0495,80.40853269,56.91565125,55.10934213,61.09432254
ESP,2002,11.5,41431.558,2.731022232,78.37746717,20940.99,-0.3167225,12.81179,2.313115,2.818783,84.54126051,51.2499,83.11528414,57.72530463,56.69512678,60.07751938
ESP,2003,11.5,42187.645,2.981894836,80.71460082,21227.4,-0.3750626,12.468675,1.9257952,2.2519903,87.54473919,47.7117,86.17648905,59.78516503,59.43751903,60.60380444
ESP,2004,11,42921.895,3.122795242,83.23515253,22141.83,-0.1094903,12.379019,1.8806498,2.0840652,90.42711511,45.3655,90.14837344,62.35845262,62.90979231,61.22644126
ESP,2005,9.2,43653.155,3.652032674,86.2749275,23463.81,1.2315645,12.277439,2.9785724,2.3061937,93.526025,42.4302,94.66697941,63.53744233,62.96440211,64.80605556
ESP,2006,8.5,44397.318,4.102727115,89.81455234,25432.45,2.1240796,12.633806,3.7347222,3.0991339,96.61433142,39.0639,99.51527507,66.54229268,65.15579547,69.56597907
ESP,2007,8.2,45226.803,3.604687971,93.05208671,26739.71,1.8862171,13.056226,3.4676567,3.1991234,100,35.7646,103.503814,71.59753934,71.72122396,71.32877852
ESP,2008,11.3,45954.106,0.887145182,93.87759381,26271.77,-4.572251,14.039247,-2.9912369,1.4429124,102.6336595,39.712,102.8905615,70.94853898,71.01934797,70.79373422
ESP,2009,17.9,46362.946,-3.763231927,90.34476223,24410.17,-11.2759194,15.696593,-9.5594128,-3.1987749,103.5075154,53.2613,96.46305139,63.25919792,62.90349118,64.01042351
ESP,2010,19.9,46576.897,0.163010231,90.49203343,24254.84,-9.5266284,16.394167,-7.6331978,-3.8849041,104.4163442,60.5153,96.03875358,68.99254702,70.29506796,66.35352341
ESP,2011,21.4,46742.697,-0.814373455,89.75509033,24049.61,-9.7395755,17.065737,-7.2543414,-4.9481424,104.7244959,69.8504,93.09665898,74.63172838,76.46387527,70.88935605
ESP,2012,24.8,46773.055,-2.959441302,87.09884112,23982.47,-10.7357295,18.080797,-7.7049827,-7.2198587,104.1134943,86.3068,88.48231133,75.32970543,77.16995201,71.57111783
ESP,2013,26.1,46620.045,-1.435394259,85.84862935,23845.92,-7.0359328,18.650032,-3.5660383,-7.9086556,103.3865987,95.7822,85.88411944,78.62794274,82.02532355,71.51856231
ESP,2014,24.5,46480.882,1.383907943,87.03669535,24734.38,-5.9153734,18.64218,-2.4815968,-6.4985883,103.236662,100.7005,87.55201267,82.18691589,85.18008983,75.93979474
ESP,2015,22.1,46444.832,3.83517266,90.3747029,26262.45,-5.1769226,18.419255,-2.1701204,-3.1915742,103.5341171,99.303,91.10517982,85.73429552,88.5091874,79.94131301
ESP,2016,19.6,46484.061,3.03130133,93.11423247,26664.1,-4.3051964,18.03046,-1.5528263,-0.8520708,104.1554431,99.1663,93.01792061,90.33928783,92.25661006,86.33410707
ESP,2017,17.2,46593.235,2.891768107,95.80688015,27595.34,-3.0242418,17.544445,-0.5066797,1.003843,105.1982104,98.5557,95.90185519,95.41038684,96.93134918,92.21740463
ESP,2018,15.3,46797.754,2.351008131,98.05930769,28109.42,-2.5366143,17.043588,-0.0993185,2.0578665,106.5594538,97.6006,98.50414532,97.50289838,98.98971865,94.38239974
ESP,2019,14.1,47169.74,1.979100561,100,28935.53,-2.8261563,16.355484,-0.5416231,2.2916774,108.4199903,95.4655,100,100,100,100
ESP,2020,18.9,47216.91,-9.384345977,90.61565402,26488.85,-10.1223144,16.904033,-7.7024612,-7.2850634,108.3935747,115.6369,90.4933225,80.18005442,86.000007,67.9999708
ESP,2021,17,47452.995,6.976175954,96.93716149,28563.36,-6.6819389,16.043743,-4.4185473,-2.4420379,110.1989545,113.6653,96.76780289,89.72355377,94.6000007,79.55999358
EST,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1960,NA,1211.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1961,NA,1225.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1962,NA,1241.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1963,NA,1258.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1964,NA,1277.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1965,NA,1294.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1966,NA,1308.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1967,NA,1318.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1968,NA,1331.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1969,NA,1345.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1970,NA,1360.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1971,NA,1376.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1972,NA,1392.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1973,NA,1405.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1974,NA,1418.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1975,NA,1429.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1976,NA,1439.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1977,NA,1450.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1978,NA,1460.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1979,NA,1468.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1980,NA,1477.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1981,NA,1487.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1982,NA,1498.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1983,NA,1508.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1984,NA,1518.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1985,NA,1528.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1986,NA,1540.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1987,NA,1552.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1988,NA,1561.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1989,NA,1568.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1990,NA,1569.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1991,NA,1561.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1992,NA,1533.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,1993,NA,1494.128,NA,36.61209944,5226.02,NA,NA,NA,NA,NA,NA,29.96414776,19.98445002,14.94992722,32.38804937
EST,1994,NA,1462.514,-1.642344662,36.01080258,5344.99,NA,NA,NA,NA,NA,NA,30.73863461,20.68760912,15.83289005,32.43999926
EST,1995,10.3,1436.634,4.526643748,37.64088332,5398.04,1.0495492,NA,1.5113509,NA,NA,7.9591,32.30486182,21.80711312,16.86603938,33.65793043
EST,1996,10.7,1415.594,4.936016595,39.49884357,5820.9,-0.3482548,NA,0.2258215,NA,NA,7.4929,35.47416274,22.36820292,16.78999054,36.3787636
EST,1997,10.2,1399.535,13.04647867,44.65205177,6847.08,2.1239093,10.857575,2.4917616,-1.6213886,59.45895537,6.8841,40.8014909,28.05585401,22.73908002,40.16027879
EST,1998,10,1386.156,4.330301665,46.58562031,7259.39,-0.7578896,11.28857,-0.1747466,-1.4908467,61.95146965,5.9355,43.70622388,31.74823935,26.18333583,44.18001298
EST,1999,12.4,1390.244,-0.403398192,46.39769476,7405.31,-3.296549,11.908157,-2.9251329,-5.8445971,64.55466905,6.4305,41.96487133,31.89875516,25.39871888,46.87131868
EST,2000,14.6,1396.985,10.10648156,51.08686922,8243.67,-0.0679637,12.250247,0.2168365,-1.1182165,67.68143088,5.107,45.55807419,29.68178155,21.74670243,48.7298575
EST,2001,13,1388.115,5.979607198,54.14166333,8937.57,0.1987924,11.798075,0.4190372,0.4245326,70.62656921,4.7682,49.27284546,31.56147173,23.92090284,49.69165326
EST,2002,11.2,1379.35,6.802419884,57.82460661,9995.6,0.4177664,11.117015,0.6771138,1.8053014,74.40787708,5.6584,55.46038499,32.45171323,26.02940661,47.52415255
EST,2003,10.3,1370.72,7.566646932,62.19999043,11100.34,1.7947718,10.253763,2.0245484,3.0049607,79.1058576,5.5981,61.68046809,35.75288336,29.7367675,49.86881807
EST,2004,10.1,1362.55,6.767464003,66.40935239,12258.01,2.395604,9.303186,2.6134792,3.323011,84.1993395,5.1134,65.89575864,41.93541618,35.17246761,57.80463274
EST,2005,8,1354.775,9.490323507,72.71181477,14090.09,1.1255718,8.370593,1.3143433,6.1200008,89.76027079,4.7025,70.99043578,50.28990951,44.5734576,63.66598897
EST,2006,5.9,1346.81,9.71877594,79.77851313,15946.21,2.8922195,8.120126,3.0581423,9.6660533,95.29941575,4.6318,83.37850721,55.08228268,51.19910302,64.11059267
EST,2007,4.6,1340.68,7.573532776,85.82056497,18249.09,2.7410643,8.45953,2.9051012,12.4262547,100,3.7655,91.06810588,62.03113983,59.70399085,67.52224556
EST,2008,5.5,1337.09,-5.088934651,81.4532125,18025.26,-2.6445025,8.987538,-2.4383515,4.4021526,102.2057319,4.5041,83.10107223,62.58813753,58.98100929,70.96911611
EST,2009,13.5,1334.515,-14.4338645,69.69636618,15651.7,-2.1784699,10.481179,-1.9941162,-9.5821739,100.9793216,7.1989,66.04281046,49.8773944,44.8839439,61.26549808
EST,2010,16.7,1331.475,2.690351992,71.57144375,16657.16,0.1884164,11.078086,0.2758955,-6.2702704,100.0319887,6.6074,66.63958184,61.95627539,60.52770726,65.665706
EST,2011,12.3,1327.439,7.443901256,76.89915135,18664.3,1.0756637,10.719004,1.1677786,0.0277846,100.7110842,6.1057,72.62830898,76.93299239,80.28001898,69.93273274
EST,2012,10,1322.696,3.124868131,79.30214843,19761.55,-0.2847529,10.329413,-0.178386,1.6843774,102.1661977,9.7641,78.32159565,80.64599562,82.46815505,77.06607694
EST,2013,8.6,1317.997,1.346194962,80.36970995,20277.6,0.1791588,9.490574,0.2527138,1.0134302,104.2292558,10.1621,79.36691685,82.90410007,84.72095253,79.34445945
EST,2014,7.4,1315.345,2.987304335,82.77059778,21463.07,0.7031718,8.448062,0.7705653,1.3897865,106.9444688,10.5545,82.07112462,85.09316347,86.36480189,82.65245862
EST,2015,6.2,1315.407,1.844921162,84.29765006,22132.55,0.1429106,7.380514,0.1987276,0.4403971,109.9470486,9.996,83.42939048,83.81459222,85.14491484,81.25805469
EST,2016,6.8,1315.789,2.631528297,86.51596657,22318.2,-0.5153594,6.726337,-0.4812479,0.352533,112.9391072,10.2164,87.58159914,88.05605337,89.99364534,84.3273735
EST,2017,5.8,1317.384,5.74880996,91.48960508,23584.12,-0.7701108,6.094233,-0.7373043,2.62771,116.7840737,9.3339,91.54376839,91.42547762,92.23266644,89.86761852
EST,2018,5.4,1321.977,4.761146836,95.84555951,25263.38,-0.5615323,5.979382,-0.5296533,3.8604113,120.8922295,8.3508,95.02434292,95.34969614,95.24053729,95.56042212
EST,2019,4.4,1327.689,4.334515347,100,26702.61,-0.3224288,5.653187,-0.2860485,4.2759811,125.6296379,8.4188,100,100,100,100
EST,2020,9.2,1331.221,-6.949270242,93.05072976,25060.06,-8.3405788,6.36888,-8.3292751,-5.2918996,128.7090543,20.7391,94.50431422,87.53814047,88.3000258,86.10000584
EST,2021,6.5,1334.109,5.858156987,98.50178758,26815.78,-3.3538374,5.839011,-3.3389049,-3.0012092,133.0314068,22.5684,99.13515148,94.99053571,95.36396734,94.27949902
FIN,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIN,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIN,1960,1.4,4429.634,NA,18.9788241,904.5,NA,NA,NA,NA,NA,NA,19.56243031,5.186452666,NA,NA
FIN,1961,1.1,4461.005,7.604796462,20.42212504,998.85,NA,NA,NA,NA,NA,NA,21.12915339,5.4531317,NA,NA
FIN,1962,1.2,4491.443,2.981813686,21.03107476,1063.3,NA,NA,NA,NA,NA,NA,21.92209426,5.838666624,NA,NA
FIN,1963,1.4,4523.309,3.285223738,21.72199262,1135.34,NA,NA,NA,NA,NA,NA,22.18935312,5.966483139,NA,NA
FIN,1964,1.4,4548.543,5.238624863,22.85992633,1240.57,NA,NA,NA,NA,NA,NA,23.45028132,6.313156108,NA,NA
FIN,1965,1.3,4563.732,5.302906239,24.07216679,1360.77,NA,1.385843,NA,-0.323162,NA,NA,25.66997336,6.667453753,NA,NA
FIN,1966,1.4,4580.869,2.372720138,24.64333194,1443.59,NA,1.331652,NA,-2.8083682,NA,NA,26.18703834,7.094522528,NA,NA
FIN,1967,2.7,4605.744,2.16881729,25.17780078,1511.98,NA,1.754295,NA,-5.0494721,NA,NA,26.3100824,7.51662766,NA,NA
FIN,1968,3.7,4626.469,2.303278221,25.75771558,1586.7,NA,2.186323,NA,-6.8810613,NA,NA,26.64877067,8.266941445,NA,NA
FIN,1969,2.6,4623.785,9.593300829,28.22873073,1832.43,NA,1.763909,NA,-2.6996952,NA,NA,29.21673032,9.650603001,NA,NA
FIN,1970,1.8,4606.307,7.470392302,30.33752765,2119.46,NA,1.80602,NA,-0.0465899,NA,NA,32.62557121,10.49386833,13.64488228,3.795217804
FIN,1971,2.1,4612.124,2.357071933,31.052605,2319.13,NA,2.366206,NA,-2.1426405,NA,NA,33.45149295,10.37261208,13.36397679,4.157411779
FIN,1972,2.4,4639.657,7.735462626,33.45466766,2638.69,NA,2.704692,NA,0.4099943,NA,NA,35.39351571,11.87465162,15.27889684,4.826287002
FIN,1973,2.1,4666.081,6.983703997,35.79104262,3063.21,NA,2.809169,NA,2.2767169,NA,NA,38.28030512,12.73208016,16.4687319,4.889502451
FIN,1974,1.6,4690.574,3.236544702,36.94943571,3571.88,NA,2.746995,NA,0.7070422,NA,NA,40.05143093,12.74618907,15.36263123,8.599193472
FIN,1975,2.3,4711.44,3.312146934,38.17325531,4162.66,4.9545329,3.114225,5.5276936,-0.3241086,NA,NA,42.48746705,11.01589799,12.10065229,11.30802856
FIN,1976,3.9,4725.664,0.462979329,38.3499896,4578.28,7.6441468,3.48221,8.2411182,-3.4598861,NA,NA,41.18183532,12.60167865,14.03081877,11.95366281
FIN,1977,5.9,4738.902,0.281501812,38.45794551,4932.75,6.279296,3.82909,7.0000884,-6.3817001,NA,NA,40.98661825,14.62353214,16.49569147,12.83791546
FIN,1978,7.3,4752.528,3.0998258,39.65007483,5401.87,3.8361742,4.30155,4.6066025,-6.2814478,NA,NA,40.94860713,15.76059732,17.71724557,14.12168044
FIN,1979,6,4764.69,7.14142207,42.48165402,6322.5,3.4072137,3.911355,4.2951542,-3.0077299,NA,NA,44.76769693,17.28145961,19.55272282,14.91595732
FIN,1980,4.7,4779.535,5.592666484,44.85751125,7405.41,3.7020531,3.782818,4.6587634,-0.9979762,49.66167634,NA,47.55296296,18.68146752,21.28157182,15.48874772
FIN,1981,4.9,4799.964,1.316471321,45.44804752,8263.65,5.1067854,4.31568,6.1391757,-1.958941,50.80861788,NA,47.39636939,19.76580078,22.46550191,16.61440768
FIN,1982,5.4,4826.933,3.107903085,46.86052879,9182.44,3.0535243,4.682093,4.2286756,-1.5204741,52.15442178,NA,49.54314481,19.39584105,22.20276307,15.60631384
FIN,1983,5.5,4855.787,3.116128625,48.32076314,9877.11,1.518261,4.889798,2.940191,-1.2569977,53.63615631,NA,50.8968044,20.23575022,23.33966316,15.51368196
FIN,1984,5.2,4881.803,3.237718246,49.88525331,10753.42,3.2285821,5.045989,4.8035915,-0.7728563,55.10257538,NA,52.17417929,21.55673085,25.27124942,14.8796018
FIN,1985,4.9,4902.206,3.54840089,51.65538208,11617.46,3.3359087,5.264498,5.0630955,0.0377745,56.59547445,NA,54.06008207,21.69338851,25.60534803,14.29539012
FIN,1986,5.2,4918.154,2.755162664,53.07857188,12246.15,3.8281786,5.871923,5.4551545,0.4324974,57.92620145,NA,55.86169551,22.25000076,26.31245997,14.47348238
FIN,1987,4.8,4932.123,3.574477647,54.97585357,12933.49,1.6259082,6.232576,3.2222813,1.5190209,59.35464201,NA,58.68645986,22.98992022,26.87848187,16.0373343
FIN,1988,4.2,4946.481,5.217416092,57.8441726,14201.53,5.0923452,6.62852,6.6472896,4.2576648,60.81094621,NA,62.87866229,23.80094902,27.72668384,16.94927691
FIN,1989,3.1,4964.371,5.086784024,60.78658073,15710.4,6.7294594,6.65018,8.1312361,6.634123,62.48009229,NA,67.4219755,24.20313442,28.03159642,17.82559442
FIN,1990,3.2,4986.431,0.670934754,61.19441903,16460.02,5.3177805,6.716229,6.6887279,4.9380004,63.91592817,NA,66.57672013,24.54309506,28.5019288,17.79352188
FIN,1991,6.6,5013.74,-5.886344866,57.59230448,16144.62,-0.9044983,7.597827,0.9332674,-2.3160363,64.62062997,NA,61.19081977,22.60551488,26.53465458,15.39256329
FIN,1992,11.7,5041.992,-3.29433195,55.6950228,15959.8,-5.3277818,8.610003,-2.8520205,-6.3176485,65.16110809,NA,57.70215115,24.95084147,29.04360481,17.78641678
FIN,1993,16.3,5066.447,-0.66138052,55.32666677,15860.48,-8.0855929,9.729972,-3.776777,-7.6529234,65.66613643,NA,55.00983521,29.11041748,33.89124532,20.73240941
FIN,1994,16.6,5088.333,3.963782364,57.51969543,16711.1,-6.4959393,9.537577,-2.4760603,-6.0607881,67.11194405,NA,57.09795365,32.97891983,38.25395238,23.94557362
FIN,1995,15.4,5107.79,4.217542203,59.94561285,16466.2,-5.9249713,9.492686,-2.0913454,-4.5944294,68.86744831,55.1512,60.54086895,35.8653052,41.40352717,26.70988824
FIN,1996,13.9,5124.573,3.667295771,62.14399578,17102.74,-3.2463779,9.446427,0.8120843,-3.966717,70.92635127,55.3057,62.48157948,37.93176631,44.35199422,26.27172948
FIN,1997,13.1,5139.835,6.334228313,66.08033835,18812.71,-1.2147247,9.744817,2.8427807,-1.0283311,73.17987024,52.2151,66.1062833,43.25233508,51.49774853,26.85238861
FIN,1998,11.4,5153.497,5.457042727,69.68637065,20384.35,1.6385278,9.445792,5.0508823,0.3517743,76.11194501,46.8268,70.12601409,47.08973049,56.55946836,27.66100849
FIN,1999,10.2,5165.474,4.379648676,72.73838886,21610.49,1.6672445,9.234875,4.5668001,0.6904205,79.17818507,44.0547,71.73114196,52.42809018,62.76455793,31.44414098
FIN,2000,9.8,5176.209,5.773349747,76.93783045,23478.19,6.8534615,9.200789,9.5645036,2.525594,82.25034138,42.4547,74.63743995,60.87169168,75.24287007,29.30321569
FIN,2001,9.1,5188.008,2.60976032,78.94572342,24147.5,4.9762148,8.838682,7.5296623,1.3108451,85.40880815,40.9236,76.02526143,61.98046302,76.9749781,28.81874099
FIN,2002,9.1,5200.598,1.707076878,80.29338761,24573.89,4.0569481,8.766189,6.0860957,-0.0591141,88.05757084,40.1795,77.04473808,64.44910952,80.11645373,29.76275614
FIN,2003,9,5213.014,2.003711521,81.90223547,24627.08,2.4237392,8.573967,4.2392372,-0.9492355,90.62918372,42.7482,79.44665605,63.79917645,79.61367629,28.67627382
FIN,2004,8.8,5228.172,3.992376239,85.17208086,26386.85,2.2096524,8.411531,3.9015357,0.2634653,93.10747251,42.6416,82.35457247,69.37638835,86.27288377,31.92861568
FIN,2005,8.4,5246.095,2.779614863,87.53953668,27247.43,2.6516969,8.278707,4.2626315,0.5301571,95.44162426,39.9297,85.71232361,74.19701947,91.2145843,36.73411861
FIN,2006,7.7,5266.268,4.027423336,91.06512441,28500.72,3.9711505,8.03988,5.4639467,2.1729342,97.68917927,38.1117,87.62945761,81.47852035,101.9332158,36.04303166
FIN,2007,6.9,5288.72,5.299001567,95.89066678,31167.56,5.1081936,7.719075,6.5247605,5.1009391,100,33.9041,91.80858142,88.80112063,111.5522485,38.17326611
FIN,2008,6.4,5313.399,0.78403583,96.64248396,31678.66,4.1767688,7.382851,5.5733148,4.0348313,101.8167661,32.5607,92.69595958,94.66274818,111.8960758,57.46294227
FIN,2009,8.2,5338.871,-8.074621729,88.83896895,28885.18,-2.4842226,8.233623,-1.1560026,-4.3469524,101.7969657,41.5314,86.78122784,75.6224321,86.86323544,51.71700994
FIN,2010,8.4,5363.352,3.185895605,91.66928576,29813.87,-2.5337111,7.954699,-1.2065291,-1.8237306,102.3404974,46.9047,89.74880729,80.2964131,91.65734402,56.13777515
FIN,2011,7.8,5388.272,2.547560187,94.00461599,30873.99,-1.0192022,7.535402,0.3697007,0.0756138,102.9558352,48.2712,93.35076567,81.92513958,91.75140404,61.15344288
FIN,2012,7.7,5413.97,-1.397356618,92.69103626,30898.16,-2.1558221,7.465577,-0.7302138,-1.6416197,103.2895785,53.6225,92.58113887,82.11623439,91.19349744,63.02719659
FIN,2013,8.2,5438.972,-0.902020823,91.85494382,30488.64,-2.5249485,7.514435,-1.2509727,-2.6844675,103.4547564,56.2292,91.68824931,82.58618383,91.23079877,64.46637728
FIN,2014,8.7,5461.512,-0.364955029,91.51971458,30784.9,-2.9874769,7.481527,-1.7564295,-3.2817246,103.7137355,59.8259,91.77065778,80.97411868,88.76724904,64.69078549
FIN,2015,9.4,5479.531,0.543563566,92.0171824,31947.41,-2.4254323,7.704916,-1.2673558,-3.0135703,103.9891752,63.6417,92.98815094,81.29186784,85.5284705,72.48859698
FIN,2016,8.8,5495.303,2.71050453,94.5113123,32109.93,-1.7290523,7.286898,-0.6293732,-1.4099261,105.0705131,63.1759,96.11717923,84.3004544,87.8314567,76.94857304
FIN,2017,8.6,5508.214,3.100390301,97.44153186,33065.01,-0.6845676,7.35141,0.3312138,0.7462172,106.0096702,61.2932,97.55180382,91.72971326,95.43942809,83.99829079
FIN,2018,7.4,5515.524,1.630093904,99.02992033,34227.96,-0.858663,6.992069,0.0599266,1.073714,107.3886337,59.6373,100.3052262,93.32510621,96.15952773,87.37530388
FIN,2019,6.7,5520.924,0.979582399,100,35131.49,-1.1392131,6.694098,-0.279909,0.8769376,108.652135,59.3586,100,100,100,100
FIN,2020,8.3,5529.757,-6.334008638,93.66599136,33223.58,-7.385694,7.648541,-6.6193272,-5.4115901,108.5360524,69.4466,94.50903322,89.34052848,89.59999484,88.80000877
FIN,2021,7.7,5535.84,3.673560819,97.10686852,34854.79,-3.4148397,7.056482,-2.7615212,-3.1322324,109.8755106,69.6053,98.23963453,95.89314505,96.23040349,95.19360063
FRA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA,1960,1.4,46873.766,NA,20.04950558,987.12,1.1814067,NA,NA,NA,NA,NA,19.92093022,4.253977012,3.825645298,5.909825149
FRA,1961,1.2,47364.83,4.980282434,21.04802759,1059.64,1.1452486,NA,NA,NA,NA,NA,20.96549218,4.480016313,4.015392347,6.284043578
FRA,1962,1.4,48221.444,6.843319047,22.48841127,1157.23,0.1759041,NA,NA,NA,NA,NA,22.58361006,4.532261246,4.075880791,6.29702676
FRA,1963,1.5,49061.271,6.233768699,23.89028681,1257.89,0.388908,NA,NA,NA,NA,NA,24.10998623,4.912489738,4.472989966,6.588666646
FRA,1964,1.2,49568.336,6.652108571,25.47949463,1386.03,0.8352767,NA,NA,NA,NA,NA,25.91852349,5.319587052,4.843620187,7.134006165
FRA,1965,1.5,50027.366,4.861415967,26.71815885,1504.59,0.5604407,1.484287,NA,-1.4268952,NA,NA,26.89836414,5.894427918,5.40893644,7.737701188
FRA,1966,1.6,50443.803,5.251855119,28.12135784,1633.13,0.2164779,1.59452,NA,-1.3499397,NA,NA,28.45831369,6.301925066,5.785801422,8.260744501
FRA,1967,2.1,50838.458,4.921178557,29.50526008,1751.86,-0.5426322,1.723972,NA,-1.5218341,NA,NA,29.94047852,6.772809178,6.179887113,9.024963035
FRA,1968,2.6,51215.116,4.491260563,30.83041818,1872.02,-1.4377118,1.871445,NA,-2.0321363,NA,NA,31.33868862,7.482234057,7.056490686,9.121396422
FRA,1969,2.2,51628.172,7.109504819,33.02230825,2094.49,-0.1602798,2.037726,NA,-0.114321,NA,NA,33.76843983,8.640645491,8.382166031,9.717246483
FRA,1970,2.2,52094.249,6.108710773,35.03954555,2361.06,-0.0330952,2.229111,NA,0.8929928,NA,NA,35.40825914,10.03329282,9.852799558,10.87646571
FRA,1971,2.4,52585.585,5.316703076,36.90249415,2636.53,-0.3004451,2.452748,NA,1.2898782,NA,NA,37.14999004,11.00219642,10.85075561,11.76771757
FRA,1972,2.4,53047.117,4.511389535,38.56730941,2901.82,0.2196349,2.715717,NA,1.1817368,NA,NA,39.02239757,12.21138673,12.27641247,12.27731893
FRA,1973,2.2,53475.371,6.344574744,41.01424118,3340.41,-0.0684142,3.003096,NA,2.9605509,NA,NA,41.63601518,13.73055476,14.02697172,13.05819081
FRA,1974,2.2,53826.341,4.300917454,42.77822984,3930.64,0.0949529,3.29492,NA,3.0194003,NA,NA,42.98235461,15.3121768,15.47644087,15.09471529
FRA,1975,3.3,54071.366,-0.959860123,42.36761867,4390,-2.9193305,3.645547,NA,-1.598576,NA,NA,42.03421506,14.82275373,15.06327531,14.33889225
FRA,1976,3.6,54286.324,4.356697833,44.21344779,5010.51,-1.6288718,3.95148,NA,-0.8313699,NA,NA,44.61268487,16.08472209,16.44357992,15.24032879
FRA,1977,4,54529.099,3.46433458,45.74514955,5560.08,-1.1387941,4.280878,NA,-0.6333925,NA,NA,45.62937539,17.35609986,17.66397796,16.70329943
FRA,1978,4.1,54766.148,3.978564969,47.56515005,6131.44,-1.7968246,4.591361,-0.7650273,0.2447222,NA,NA,47.24936555,18.49369329,18.69121109,18.22609363
FRA,1979,4.7,55002.045,3.549977202,49.25370203,6923.37,-0.4821577,4.93343,0.651164,0.8910657,NA,NA,49.10147587,19.73700274,20.24314064,18.52654189
