iso3c,year,unemp_rate,population,GDPgrowth,GDP2019,gdp_real_pc_ppp,fiscalbalance,NAWRU,primaryfiscalbalance,outputgap,potentialoutput,publicdebt,domesticdemand,exportsgoodsandservices,exportsgoods,exportsservices
ITA,2011,8.4,59379.449,0.707339103,100.0787344,27302.47,-3.5930124,8.534002,1.0563723,-0.9883502,99.85315123,119.6953,102.8751833,82.11770909,83.41756941,76.66384377
ITA,2012,10.7,59539.717,-2.980916845,97.09547059,27216.66,-2.9454085,9.305887,2.2156436,-3.0096929,98.89559637,126.4963,96.96784229,83.78659509,84.55439905,80.58830075
ITA,2013,12.2,60233.947,-1.841041438,95.30790275,26502.1,-2.8542529,9.717046,1.9751961,-4.5952645,98.68816245,132.4585,94.33592772,84.10011377,85.10656501,79.88807744
ITA,2014,12.7,60789.14,-0.004565804,95.30355117,26688.88,-2.9543956,9.848418,1.6259008,-4.5005707,98.58584979,135.3686,94.48312852,86.29951918,87.54731968,81.07558074
ITA,2015,11.9,60730.582,0.77829208,96.04529116,27743.8,-2.5522018,9.593823,1.5612965,-3.4979938,98.32092589,135.2827,95.67849438,89.98798282,91.51573881,83.59685621
ITA,2016,11.7,60627.498,1.293438568,97.287578,28531.55,-2.4038989,9.731818,1.51098,-2.0004632,98.07079005,134.7822,97.442103,91.66671088,92.89788981,86.50714464
ITA,2017,11.2,60536.709,1.667913114,98.91025027,29097.98,-2.4450176,9.714844,1.3242597,-0.5105889,98.21333997,134.1451,99.11429218,96.65011751,97.47110212,93.19250907
ITA,2018,10.6,60421.76,0.798072191,99.69962547,29667.94,-2.1993375,9.678938,1.4594873,0.0299932,98.46221481,134.8084,100.1856995,98.84156513,99.35354076,96.68032849
ITA,2019,10,60338.311,0.301279492,100,30318.02,-1.6390663,9.370434,1.7343303,-0.2503154,99.03636943,134.8039,100,100,100,100
ITA,2020,11.8,60314.482,-9.51799085,90.48200915,27752.17,-11.1329766,10.256293,-7.4246918,-9.2110299,98.45441956,158.877,90.4402913,86.9663272,89.67097208,75.57705946
ITA,2021,10.7,60285.308,6.549656903,96.40827031,29969.85,-5.6430472,9.674351,-2.092583,-3.899965,99.10532301,153.6233,96.64060358,96.13275132,97.81820575,89.02115853
LUX,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUX,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUX,1960,0,314.9,NA,12.34621241,1717.43,NA,NA,NA,NA,NA,NA,15.17918286,4.374632027,NA,NA
LUX,1961,0,316.9,3.828900594,12.81893661,1831.35,NA,NA,NA,NA,NA,NA,16.18702496,4.527045517,NA,NA
LUX,1962,0,320.8,1.359504926,12.99321068,1908.41,NA,NA,NA,NA,NA,NA,16.98147132,4.454819102,NA,NA
LUX,1963,0,324.1,3.439070207,13.44005632,2034.3,NA,NA,NA,NA,NA,NA,17.48645541,4.622988067,NA,NA
LUX,1964,0,327.8,7.866725716,14.49734869,2265.2,NA,NA,NA,NA,NA,NA,18.9112985,5.23620774,NA,NA
LUX,1965,0,331.5,1.927576089,14.77679611,2386.14,NA,0,NA,3.221854,NA,NA,19.08912829,5.540785949,NA,NA
LUX,1966,0,333.9,1.105528104,14.94015775,2491.39,NA,0,NA,0.8088531,NA,NA,18.95206155,5.530005888,NA,NA
LUX,1967,0,335,0.216031927,14.97243326,2564.99,NA,0,NA,-1.9819195,NA,NA,18.0092356,5.637391888,NA,NA
LUX,1968,0,335.9,4.184977992,15.5990263,2746.22,NA,0,NA,-0.7911393,NA,NA,18.45534556,6.242733824,NA,NA
LUX,1969,0,337.5,9.972774212,17.15468197,3165.58,NA,0,NA,5.6687422,NA,NA,19.84094799,7.102236448,NA,NA
LUX,1970,0,339.171,1.703765373,17.4469575,3434.64,NA,0,NA,3.3718505,NA,NA,21.68399949,7.743484282,17.96937542,2.755058453
LUX,1971,0,342.421,2.667240499,17.91230981,3738.68,NA,0,NA,2.1917463,NA,NA,23.06303994,8.043335849,18.48345426,3.040485344
LUX,1972,0,346.6,6.59813798,19.09418873,4227.47,NA,0,NA,4.49674,NA,NA,24.02255958,8.468070286,19.28066882,3.377092228
LUX,1973,0,350.45,8.312722993,20.68143575,4982.63,NA,0,NA,9.0964727,NA,NA,25.44937127,9.644257959,21.88914099,3.914679013
LUX,1974,0,355.05,4.212470268,21.55263508,5873.74,NA,0.099062,NA,9.9536798,NA,NA,25.30448265,10.68071944,24.04815625,4.525590981
LUX,1975,0.2,358.95,-6.571392519,20.13632683,6200.29,NA,0.28486,NA,-0.0292548,NA,NA,25.5049644,9.007405073,19.6202105,4.466340296
LUX,1976,0.3,360.731,2.534320696,20.64664593,6979.16,NA,0.511979,NA,0.4188345,NA,NA,26.19625636,9.092567562,19.54200057,4.768105415
LUX,1977,0.5,361.357,1.569777171,20.97075226,7626.96,NA,0.775489,NA,0.1809472,NA,NA,25.52446662,9.477664541,20.03501277,5.299196277
LUX,1978,1.2,362.007,4.074994515,21.82530927,8446.28,NA,1.0631,NA,2.3704017,NA,NA,27.56876107,9.73812742,20.57963824,5.450669375
LUX,1979,2.4,362.856,2.34556533,22.33723616,9459.74,NA,1.352532,NA,3.0746656,NA,NA,27.40967231,10.67922682,22.54515636,6.000362197
LUX,1980,2.4,364.15,0.840917183,22.52507381,10681.26,NA,1.62063,NA,1.747762,29.59780819,NA,29.07877873,10.52465732,21.69922517,6.424762456
LUX,1981,2.4,365.225,-0.550975483,22.40096618,11717.49,NA,1.852479,NA,-1.5900985,30.43309041,NA,29.42850626,10.01699933,19.90297756,6.852607522
LUX,1982,2.4,365.525,1.131344198,22.65439821,12838.74,NA,2.038716,NA,-3.410468,31.35741879,NA,29.74870486,9.985571302,19.39922138,7.26539386
LUX,1983,3.4,365.622,2.989056986,23.33155108,13856.63,NA,2.005625,NA,-3.751894,32.40927937,NA,29.58273915,10.51379433,20.14229466,7.928273207
LUX,1984,3,365.998,6.18691756,24.77505491,15583.02,NA,1.970761,NA,-1.7037563,33.69736152,NA,30.32416467,12.40934383,24.70975428,8.436529918
LUX,1985,2.9,366.706,2.918294519,25.49806398,16793.43,NA,1.937997,NA,-3.0480525,35.16159225,NA,30.35710583,13.59224831,27.59398884,8.720382039
LUX,1986,2.6,368.355,9.983873932,28.04375855,18921.65,NA,1.908338,NA,0.7807638,37.20288506,NA,33.03329315,13.99741279,27.82535329,9.346254313
LUX,1987,2.5,370.75,3.951539075,29.15191862,19982.89,NA,1.88389,NA,-1.497402,39.56741039,NA,35.72879895,14.46211637,27.97597981,10.11552899
LUX,1988,2,373.45,8.463322103,31.61913939,22490.87,NA,1.865349,NA,0.1943241,42.19150503,NA,38.53260375,16.06353603,31.18206007,11.17515172
LUX,1989,1.8,377.1,9.798363649,34.71729766,25834.4,NA,1.856248,NA,3.0668878,45.03444193,NA,40.92510334,18.08570978,33.56575111,13.44163807
LUX,1990,1.7,381.85,5.315012612,36.5625264,28120.97,NA,1.858954,NA,1.9632131,47.9414079,NA,42.83823684,19.0962162,34.54255884,14.70440601
LUX,1991,1.6,387,8.64401055,39.72299504,31584.84,NA,1.876902,NA,4.1406321,50.99644113,NA,46.50719994,20.85021519,36.92898855,16.48350134
LUX,1992,2.1,392.175,1.819653637,40.44581597,32613.44,NA,1.913368,NA,1.1254976,53.47255999,NA,44.52167463,21.41965122,37.02284046,17.39293047
LUX,1993,2.6,397.475,4.201033544,42.14495826,33680.76,NA,1.968121,NA,0.7182295,55.94426543,NA,46.58505133,22.43894753,36.26275585,19.37339939
LUX,1994,3.1,402.925,3.820584321,43.75514193,35080.21,NA,2.041537,NA,0.6099034,58.14421315,NA,47.70825311,24.16458667,38.76363012,20.98291179
LUX,1995,2.9,408.625,1.432474344,44.38192311,33300.39,2.5837567,2.132803,3.1435718,-1.3491015,60.14825476,9.7892,48.0266931,25.26904547,42.02000699,21.34697871
LUX,1996,2.9,414.225,1.388427497,44.99813394,35224.95,2.2263373,2.243926,2.6579631,-3.2036903,62.15179328,9.5521,48.83050997,26.19306262,42.27091075,22.53986626
LUX,1997,2.5,419.45,5.709712475,47.56739801,36952.64,2.484647,2.373862,2.8629132,-1.4650952,64.54124422,9.3861,51.07035156,29.08286551,47.51324039,24.86461907
LUX,1998,2.6,424.7,6.044668085,50.44268933,38340.26,2.8468168,2.524179,3.2574486,0.0367224,67.41502941,9.0656,54.04539791,32.73896495,53.86846829,27.88601034
LUX,1999,2.4,430.475,8.481017079,54.72074243,44086.9,3.0721147,2.692441,3.3795322,2.9947611,71.03212362,7.9576,58.59700044,36.75337706,54.07423676,33.00430502
LUX,2000,2.4,436.3,8.239788527,59.22961589,48433.82,5.5298617,2.878068,5.8116278,5.947498,74.7422658,7.4647,60.79718139,42.41481678,63.42187645,37.85036151
LUX,2001,2.3,441.525,2.531966148,60.72928971,48501.24,5.6870014,3.079598,5.9829387,3.5644791,78.39807474,7.6712,62.44318962,44.89083114,69.96939016,39.4372366
LUX,2002,2.9,446.175,3.819480921,63.04883334,50435.11,2.0248889,3.296331,2.2973368,2.9992894,81.83908898,7.4295,63.50686108,46.06278971,69.01601908,41.1086571
LUX,2003,3.7,451.63,1.629277403,64.07607374,50881.12,0.2759301,3.522355,0.5129872,0.3858399,85.33779799,7.4504,66.1416554,47.36352856,70.43311972,42.39317653
LUX,2004,5.1,458.095,3.612189528,66.39062296,54168.22,-1.4029804,3.750968,-1.2126493,-0.3983575,89.11651989,7.9053,67.92244679,52.453625,75.35128633,47.56963924
LUX,2005,4.5,465.158,3.172441546,68.49682667,57926.82,-0.2108152,3.97055,-0.0156838,-1.3796481,92.85856228,8.0224,69.80032931,55.36117353,73.92117704,51.50685713
LUX,2006,4.7,472.637,5.178474355,72.04391727,64507.51,1.9263823,4.183715,2.1539586,-0.1619637,96.4759995,8.2991,70.55561374,62.62992048,85.764477,57.79343361
LUX,2007,4.1,479.993,8.354552091,78.06286387,69141.08,4.4092518,4.388281,4.7031284,4.3668195,100,8.2006,74.48563883,67.70650038,86.20977324,63.86859733
LUX,2008,5.1,488.65,-1.279586326,77.06398214,68433.78,3.5287441,4.589492,3.9334011,-0.0789265,103.1127509,15.357,77.31096694,71.41135887,91.13589251,67.31901475
LUX,2009,5.1,497.783,-4.358600179,73.70507127,62520.89,-0.2446688,4.782322,0.1405757,-6.1524632,105.0007855,16.1465,72.88015742,63.09802393,75.5882861,60.62447467
LUX,2010,4.4,506.953,4.864968979,77.29080013,65451.06,-0.3893443,4.967279,0.0224751,-2.9737572,106.5017186,20.1522,77.07305562,69.64284826,85.68900574,66.40112124
LUX,2011,4.9,518.347,2.539237981,79.25339748,69278.32,0.6345934,5.147413,1.1187164,-2.5972995,108.7839666,19.0049,80.55788943,72.46009304,93.73867668,68.0374047
LUX,2012,5.1,530.946,-0.352513607,78.97401847,69190.56,0.4814325,5.316408,1.005121,-5.2691043,111.4578438,21.9974,82.55666996,74.45398987,88.18719401,71.80474439
LUX,2013,5.9,543.36,3.654364528,81.86001699,69985.38,0.8495134,5.469549,1.4060993,-4.2189417,114.2642155,23.6873,84.66700422,78.37287405,93.11289194,75.51982142
LUX,2014,5.9,556.319,4.296782036,85.37736349,74424.32,1.3316739,5.59756,1.7532937,-2.8065707,117.442116,22.7428,89.57542122,91.21358619,112.3600121,87.03699329
LUX,2015,6.7,569.603,4.306437589,89.05408637,78015.04,1.3244008,5.697399,1.6805846,-1.0178003,120.2859219,21.9862,90.15434575,95.50123141,101.6053311,94.36370472
LUX,2016,6.3,583.458,4.574595113,93.12795025,78790.95,1.8427757,5.761564,2.1603058,1.0331122,123.2350784,20.0938,92.66897701,98.00029852,101.6117038,97.328798
LUX,2017,5.5,596.336,1.801180988,94.80535319,78482.45,1.3358102,5.790681,1.6573846,0.6491039,125.9334011,22.3478,94.6230048,98.71004121,102.1264146,98.07523853
LUX,2018,5.6,607.95,3.110829105,97.75458571,80858.28,3.1214718,5.788871,3.4184424,1.9723576,128.1659579,20.9962,96.77950918,99.17093032,100.9475778,98.83900152
LUX,2019,5.6,620.622,2.296991265,100,82439.41,2.1795653,5.757142,2.4366015,2.209853,130.8052823,22.0618,100,100,100,100
LUX,2020,6.4,631.527,-5.38450276,94.61549724,77516.57,-4.8095351,5.699735,-4.5310377,-4.7519346,132.8079747,26.383,96.61653573,88.48739147,89.59997598,88.29001734
LUX,2021,6.1,643.933,5.740481596,100.0468824,81435.27,0.0685737,5.616125,0.2906035,-1.3445964,135.5815773,25.738,101.7563546,95.95797434,97.57438633,95.6710583
LVA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1960,NA,2120.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1961,NA,2152.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1962,NA,2181.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1963,NA,2210.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1964,NA,2240.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1965,NA,2265.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1966,NA,2283.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1967,NA,2301.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1968,NA,2323.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1969,NA,2343.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1970,NA,2359.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1971,NA,2376.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1972,NA,2395.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1973,NA,2415.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1974,NA,2437.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1975,NA,2456.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1976,NA,2470.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1977,NA,2485.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1978,NA,2497.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1979,NA,2505.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1980,NA,2511.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1981,NA,2519.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1982,NA,2531.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1983,NA,2546.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1984,NA,2562.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1985,NA,2578.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1986,NA,2599.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1987,NA,2626.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1988,NA,2653.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1989,NA,2666.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1990,0.2,2663.15,NA,75.11372856,7744.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1991,0.2,2650.581,-12.60008163,65.64933745,7126.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1992,2.5,2614.338,-32.09990959,44.57595948,5043.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1993,6.1,2563.29,-11.40000995,39.49429566,4581.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1994,12.3,2520.742,2.200012155,40.36317497,4846.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,1995,14,2485.056,-0.900002343,39.99990545,4623.59,-1.4324233,NA,-0.6450353,NA,NA,13.9288,39.65920902,20.16991732,15.32065516,29.5655902
LVA,1996,14.9,2457.221,2.546056585,41.01832567,4926.49,-0.4221707,NA,0.8846503,NA,NA,13.2955,42.17164681,23.92168298,16.4129792,39.83515809
LVA,1997,14.4,2432.851,8.93925974,44.68506035,5583.16,1.4173126,NA,2.290563,NA,NA,10.6749,44.49866692,26.97115362,21.06635571,38.88818589
LVA,1998,14,2410.019,6.365205615,47.52935632,6093.69,0.0288452,13.724072,0.6767775,1.5581721,55.18438234,9.0487,49.67334343,28.24386563,23.41334723,37.45526246
LVA,1999,14,2390.482,2.827754645,48.8733699,6448.42,-3.7400631,13.250493,-3.1034329,-1.1104457,58.27618221,12.0936,50.84631035,26.45060067,22.70236072,33.42184835
LVA,2000,14.3,2367.55,5.595228794,51.60794676,7025.04,-2.7320577,12.810467,-1.7929904,-1.6514725,61.87536316,12.11,51.6498455,30.2644807,26.11719658,37.96104458
LVA,2001,13.7,2337.17,6.319053985,54.86908078,7829.62,-1.9518523,12.384137,-1.0434769,-1.6930681,65.81314122,13.866,56.43494836,32.99969863,29.14829655,40.11411261
LVA,2002,12.5,2310.173,7.1159666,58.77354624,8635.15,-2.3262639,11.991161,-1.6046449,-0.8914906,69.92622134,13.0438,59.76453638,34.65970526,31.30904384,40.82386959
LVA,2003,11.6,2287.955,8.436352386,63.73188971,9343.8,-1.5702822,11.71589,-0.8103532,0.6440537,74.66855348,14.1461,66.56302131,36.03921948,31.09360592,45.18704306
LVA,2004,11.7,2263.122,8.341383889,69.04801129,10326.69,-1.1920329,11.610155,-0.4459476,1.289837,80.38117904,14.6562,74.61876031,40.98731947,37.88482134,46.67511526
LVA,2005,10,2238.799,10.74338726,76.46610654,11763.1,-0.4821634,11.553966,0.0673454,3.8767237,86.80003002,11.9485,81.57150266,50.62068363,49.35695294,52.39283293
LVA,2006,7,2218.357,11.88808661,85.55646352,13035.84,-0.5328276,11.516243,-0.0756419,8.0543824,93.36403692,10.0774,96.52931347,54.4105231,51.920044,58.64428483
LVA,2007,6.1,2200.325,10.01084763,94.12139072,14941.04,-0.5624292,11.670474,-0.1844219,10.9832605,100,8.4885,108.5557422,61.89593772,58.0092874,68.95540316
LVA,2008,7.7,2177.322,-3.346351883,90.97175779,15381.4,-4.2760326,11.643092,-3.6967013,3.6014573,103.5404325,18.6385,99.0459972,63.36402243,58.63591817,72.25224136
LVA,2009,17.5,2141.669,-14.23816558,78.01904828,12869.54,-9.6030162,12.110136,-8.0480702,-10.7127636,103.0339519,36.9348,76.44591762,55.19949066,52.75557926,59.27925103
LVA,2010,19.5,2097.555,-4.473441823,74.52891155,13462.63,-8.6731667,12.101032,-6.8811731,-12.7777844,100.7550681,48.065,72.90210269,62.6196852,64.46134316,58.60027914
LVA,2011,16.2,2059.709,6.285139053,79.21315727,14938.69,-4.2917796,11.865224,-2.521936,-6.2365101,99.61684838,43.8681,81.49374233,70.16267064,71.67623939,66.78042672
LVA,2012,15,2034.319,4.134217687,82.48800163,16100.52,-1.4105712,11.826921,0.2685043,-2.4494753,99.70805862,42.4143,82.93865987,77.02400836,80.22006922,69.85912514
LVA,2013,11.9,2012.647,2.32800006,84.40832236,16673.11,-1.2176463,11.439503,0.2942594,-0.8498782,100.3832374,40.2548,84.45453021,77.8539254,80.18053781,72.62449549
LVA,2014,10.8,1993.782,1.915194934,86.02490627,17577.78,-1.581497,11.067538,-0.1245446,-0.3608245,101.8036214,41.555,84.38701627,82.89094096,86.01721022,75.85598619
LVA,2015,9.9,1977.527,3.26053734,88.82978046,18666.79,-1.4267198,10.590765,-0.0980105,0.8622402,103.8482402,37.2767,86.49058068,85.30063357,86.68080866,82.16258685
LVA,2016,9.6,1959.537,1.773809504,90.40545155,18872.27,0.1551093,10.113029,1.1962443,0.9176237,105.6323074,40.8614,87.96318455,88.68086325,89.62647778,86.5357702
LVA,2017,8.7,1942.248,3.787325673,93.82940043,19850.18,-0.7865561,9.621034,0.1527735,2.4545103,107.9883789,39.252,92.31400858,94.3427034,95.32801561,92.10636156
LVA,2018,7.4,1927.173,4.284801244,97.84980375,21257.29,-0.8361426,9.201166,-0.1020097,4.0140901,110.9269182,37.2241,97.6740677,98.07267152,99.61196363,94.57691269
LVA,2019,6.3,1911.756,2.197445648,100,22251.74,-0.2073757,8.793446,0.483986,3.5066083,113.9203036,36.8962,100,100,100,100
LVA,2020,8.6,1907.933,-6.955871245,93.04412876,20979,-7.3135506,8.691953,-6.5517913,-5.7005082,116.3452867,43.1006,94.15692148,89.69171716,89.99995865,88.99999433
LVA,2021,8.3,1894.577,6.373198149,98.97401545,22766.33,-4.5376934,8.475698,-3.788471,-1.8285937,118.8790617,43.6763,100.2853552,96.66658615,98.10001116,93.45000822
NLD,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLD,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLD,1960,0.9,11486.631,NA,20.12878626,1297.08,NA,NA,NA,NA,NA,NA,22.00483741,4.313766393,3.706729668,7.893663441
NLD,1961,0.7,11638.712,3.062990789,20.74532913,1363.58,NA,NA,NA,NA,NA,NA,22.96432963,4.414958928,3.814897799,7.96457029
NLD,1962,0.6,11805.689,3.974590197,21.56987094,1454.68,NA,NA,NA,NA,NA,NA,23.89301769,4.690508823,4.0823819,8.303274995
NLD,1963,0.7,11965.966,3.624608019,22.35169422,1548.38,NA,NA,NA,NA,NA,NA,25.0641372,4.970938407,4.344014081,8.70506071
NLD,1964,0.5,12127.12,8.275174947,24.20133602,1727.15,NA,NA,NA,NA,NA,NA,27.45776573,5.533032745,4.900911585,9.335277936
NLD,1965,0.6,12294.732,5.248623001,25.47157291,1873.95,NA,0.191599,NA,1.3984381,NA,NA,28.77064939,5.951237275,5.329169504,9.729178524
NLD,1966,0.8,12456.251,2.74132882,26.16983247,1976.69,NA,0.191599,NA,-1.3989207,NA,NA,29.76713319,6.262149661,5.671188593,9.8946476
NLD,1967,1.7,12598.201,5.27955524,27.55148324,2120.78,NA,0.191599,NA,-1.702814,NA,NA,31.31835782,6.676694426,6.08922105,10.32002941
NLD,1968,1.5,12729.721,6.416853416,29.31942153,2301.48,NA,0.667743,NA,-0.700743,NA,NA,33.40995489,7.530182397,6.980827876,11.02903861
NLD,1969,1.1,12877.983,6.428911156,31.20434109,2550.95,NA,1.147094,NA,0.5899116,NA,NA,35.53030349,8.655560496,8.148686418,12.00590495
NLD,1970,1,13038.526,6.140177682,33.12034308,2867.38,NA,1.534245,NA,1.5782396,NA,NA,38.14567477,9.641471006,9.165770741,12.99083428
NLD,1971,1.3,13194.497,4.316998683,34.55014785,3162.44,NA,1.954204,NA,1.1778266,NA,NA,39.01294646,10.66809642,10.04368202,14.6275019
NLD,1972,2.3,13328.593,3.533882073,35.77110933,3443.37,NA,2.45109,NA,0.6989913,NA,NA,39.15047245,11.72268854,11.24283294,15.07090685
NLD,1973,2.4,13439.322,5.444208608,37.71856315,3930.06,NA,2.800411,NA,2.3753855,NA,NA,41.13546583,13.08797956,12.71499135,16.1526513
NLD,1974,2.9,13545.056,3.438709007,39.01559478,4580.47,NA,3.116382,NA,2.5871628,NA,NA,42.12769671,13.46187042,13.40418332,14.76273478
NLD,1975,5.5,13666.335,0.002028863,39.01638635,5145.06,NA,3.79806,NA,-0.1291906,NA,NA,42.27643093,13.06266618,12.78114885,15.27805445
NLD,1976,5.8,13774.037,4.456340101,40.75508922,5853.13,NA,4.163304,NA,1.6017879,NA,NA,44.41828043,14.26401492,14.2427738,15.74049042
NLD,1977,5.6,13856.185,2.520415658,41.78228687,6426.38,NA,4.642617,NA,1.6628344,NA,NA,46.34334892,14.07016931,13.96331893,15.76355293
NLD,1978,5.6,13941.7,2.696245982,42.9088401,6988.26,NA,5.289098,NA,2.0901102,NA,NA,47.94674571,14.66305143,14.28874731,17.11439954
NLD,1979,5.7,14038.27,2.014190032,43.77310568,7754.97,NA,5.930442,NA,1.9674785,NA,NA,48.45350823,15.80634713,15.7526309,16.58674825
NLD,1980,6.4,14149.8,1.34188926,44.36049228,8674.2,NA,6.518463,NA,1.2167603,50.77008614,NA,49.68539435,16.21008034,16.06838821,16.9616771
NLD,1981,8.9,14247.208,-0.783593664,44.01288628,9453.36,NA,7.175402,NA,-0.9430616,51.47055902,NA,47.87141874,16.67427593,16.4399749,17.85643142
NLD,1982,11.8,14312.69,-1.240756822,43.46679339,10071.83,NA,7.918261,NA,-3.0765361,51.95083699,NA,47.26593817,16.49961359,16.34759669,17.27814931
NLD,1983,9.5,14367.07,2.069950794,44.36653462,10746.03,NA,7.607602,NA,-2.561278,52.74580357,NA,48.6099804,16.87545633,16.86295582,16.96725005
NLD,1984,9.3,14424.211,3.061689041,45.72489995,11697.24,NA,7.800762,NA,-0.9011888,53.45006659,NA,49.43343812,18.18165737,18.18581839,18.19501755
NLD,1985,8.4,14491.632,2.58018389,46.90468645,12514.87,NA,7.679722,NA,-0.1875124,54.43713824,NA,50.88243012,18.99197535,19.0836262,18.57451148
NLD,1986,7.6,14572.278,2.786963587,48.21190299,13167.48,NA,7.474663,NA,0.3648121,55.64636099,NA,52.55462682,19.38074926,19.60563805,18.30884794
NLD,1987,7.5,14665.037,1.931239923,49.1429905,13633.79,NA,7.325241,NA,-0.0999593,56.98490699,NA,53.46990635,20.11442564,20.30990129,19.16660738
NLD,1988,7.4,14760.094,3.441215389,50.83410666,14664.73,NA,7.163692,NA,0.5415474,58.56978152,NA,55.14775885,21.9047985,22.16124361,20.69098606
NLD,1989,6.7,14848.907,4.420127236,53.08103885,16084.52,NA,6.889228,NA,1.9381695,60.3207192,NA,57.29183818,23.79116398,23.85345477,23.3601309
NLD,1990,6.1,14951.51,4.183239256,55.3015457,17398.86,NA,6.647602,NA,3.004276,62.19362908,NA,59.12400686,25.13740897,25.30349908,24.25565595
NLD,1991,5.7,15069.798,2.439111669,56.65041216,18526.83,NA,6.390395,NA,2.2803517,64.16155227,NA,60.38081984,26.79850059,26.70028065,26.9972491
NLD,1992,5.7,15184.166,1.706072686,57.61690937,19225.02,NA,6.087218,NA,0.8319611,66.19355633,NA,61.34800573,27.58728695,27.34236979,28.36072377
NLD,1993,6.5,15290.368,1.257558206,58.34147554,19430.45,NA,5.898448,NA,-0.9159074,68.20833666,NA,60.87827909,28.68209075,28.52065913,29.13435544
NLD,1994,7.2,15382.838,2.961086737,60.06901723,20242.26,NA,5.703643,NA,-1.0299045,70.30893003,NA,62.59687401,31.16871888,31.28525012,30.61901205
NLD,1995,7.1,15459.006,3.116048071,61.94079669,19710.46,-8.7316832,5.386317,-3.656838,-1.1443502,72.58371701,73.0925,64.64205808,34.03899725,34.71192946,31.52568298
NLD,1996,6.4,15530.498,3.498730676,64.10793834,20873.14,-1.8228509,5.027773,2.9185346,-1.0886047,75.08089962,71.3419,67.28009686,35.4500506,35.85820776,33.82920698
NLD,1997,5.5,15610.65,4.329054307,66.88320581,22456.89,-1.5827295,4.670973,2.8473415,-0.3792645,77.77344255,65.765,70.42036466,38.88042568,39.04426023,38.06879624
